Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
0,-0.040661589208892186,0,2.0,5,0,2,0,42.0,3.0,3.0,2.0,0.285543053127428,-0.5764963931795722,0.6877006699871747,0.5409135076133004
0,-1.1633575071931614,1,3.0,3,0,0,0,28.0,4.0,2.0,1.0,-1.1935852978027088,-1.4268583411935547,-0.3774248760018443,0.9189466946504854
0,1.7057542832110821,1,0.0,4,0,0,0,51.0,4.0,1.0,3.0,0.34297589731867373,1.2088955755943738,0.21904542975200636,-0.02193590419761915
1,-0.9138695254188793,1,5.0,0,0,1,0,31.0,3.0,3.0,6.0,-0.5267534800864768,0.8640879170201615,-0.6330550070392089,-1.8070926207621023
0,0.45831437433967187,1,2.0,0,0,0,0,31.0,5.0,1.0,3.0,0.9906651433041366,-1.4268583411935547,-0.1643997668040405,-0.45037351617309507
1,-1.5375894798545844,1,4.0,0,0,0,0,36.0,2.0,2.0,4.0,-0.08793533752790755,1.6616857037576631,-1.0591052254348166,-0.9712192405354384
0,-0.41489356187031523,0,2.0,0,0,1,0,34.0,3.0,2.0,1.0,-0.23030244042567277,-1.4268583411935547,0.5598856044684924,1.4313916815231131
0,-0.7891255345317383,1,4.0,0,1,0,0,30.0,4.0,2.0,2.0,-0.8101430083285021,-1.4268583411935547,0.7303056918267355,-0.30336061010307863
0,-2.0365654434031484,1,0.0,3,1,0,0,18.0,4.0,2.0,3.0,0.610801089632434,-1.4268583411935547,0.4320705389498102,-0.18995065399192315
0,-1.0386135163060204,1,1.0,2,0,0,0,36.0,3.0,3.0,1.0,0.8992857677751876,-0.307767292724937,0.5598856044684924,-0.6393901096916871
1,-0.7891255345317383,0,3.0,4,0,1,0,36.0,3.0,3.0,4.0,-0.9179462483086877,-1.4268583411935547,-0.973895181755695,-1.681081558416374
0,0.832546347001095,1,3.0,2,0,0,0,36.0,3.0,1.0,3.0,-1.426568661881111,0.024769630668698264,0.0060203205542025545,-0.18995065399192315
0,-0.29014957098317423,1,4.0,0,2,0,0,30.0,4.0,3.0,2.0,-1.1917905111103264,0.1855162615342563,0.6024906263080533,0.1838821643004038
0,0.7078023561139539,1,3.0,2,1,0,0,44.0,3.0,3.0,2.0,-0.9239811277842981,0.5340051406626416,0.815515735505857,0.007466677016384131
0,-0.5396375527574563,1,3.0,0,0,0,0,36.0,4.0,2.0,2.0,-0.8236225510272759,1.0861882237886042,0.3042554734311279,0.3686983890741387
1,-0.5396375527574563,1,4.0,0,0,1,0,33.0,4.0,3.0,2.0,-0.6691483502408733,-1.4268583411935547,-0.4626349196809658,-1.0636273529223057
0,0.832546347001095,1,2.0,0,1,0,0,49.0,4.0,2.0,3.0,0.11596934427516806,-1.4268583411935547,0.5172805826289317,-0.16054807277791985
0,-0.1654055800960332,0,3.0,5,0,2,0,37.0,5.0,1.0,2.0,-0.09349552072752358,0.7401534916963344,0.7303056918267355,0.6375219887450254
0,-1.5375894798545844,0,2.0,0,0,1,0,17.0,6.0,2.0,1.0,-0.529971230399252,-0.1237062650162828,0.5598856044684924,0.2552884329629832
0,1.206778319662518,1,1.0,0,0,0,0,48.0,3.0,1.0,3.0,-0.8502319613327693,0.7745115502019498,0.47467556078937095,0.7887352635598994
0,-1.5375894798545844,1,2.0,0,0,0,0,18.0,4.0,1.0,3.0,-0.7404608343151504,-1.4268583411935547,0.3042554734311279,0.007466677016384131
0,-1.4128454889674433,1,1.0,3,0,0,0,29.0,4.0,3.0,3.0,-1.426568661881111,-0.2415053227498215,0.6877006699871747,0.20488400802469187
1,-0.41489356187031523,0,2.0,3,1,3,0,34.0,2.0,4.0,3.0,-0.17777220222746068,-0.15683725000384058,-1.2721303346326203,-0.5091786786011017
0,0.45831437433967187,0,2.0,0,0,4,0,42.0,6.0,2.0,1.0,0.4400143664047325,-0.18137872036499447,0.5172805826289317,0.6963271511730319
0,-0.7891255345317383,1,3.0,3,1,0,0,29.0,4.0,3.0,1.0,0.05090772842131387,-0.6623915394436108,0.6024906263080533,0.7089282574076048
0,0.33357038345253087,1,2.0,0,1,0,0,36.0,4.0,3.0,0.0,-1.2893522785057214,0.07017135083683297,-0.3774248760018443,0.9189466946504854
0,0.7078023561139539,1,2.0,0,1,1,0,46.0,4.0,2.0,3.0,-0.2642091162547832,-1.4268583411935547,0.645095648147614,-0.04293774792190721
1,-0.7891255345317383,0,4.0,5,0,2,0,36.0,4.0,3.0,5.0,0.07919828372002874,-1.4268583411935547,-1.0165002035952557,-0.8116052282308491
1,1.206778319662518,1,3.0,3,1,0,0,46.0,1.0,3.0,3.0,-0.9370959709503676,0.2296909081843333,-0.6756600288787696,1.0407573882513557
0,0.33357038345253087,1,5.0,5,0,0,0,36.0,4.0,2.0,3.0,-0.7935286655931039,0.8407735201770653,0.5598856044684924,0.4275035515021448
0,0.45831437433967187,0,3.0,0,1,2,0,38.0,4.0,1.0,1.0,0.7286165570434845,-0.5642256579989953,0.26165045159156713,-0.7107963783542665
0,-0.9138695254188793,0,2.0,0,0,2,0,36.0,6.0,3.0,3.0,-1.0833021320632379,0.721747388925469,-0.12179474496447973,-0.15214733528820465
0,-1.6623334707417254,1,2.0,4,0,0,0,21.0,3.0,3.0,3.0,-0.16991447523319578,1.6395983804326246,0.6024906263080533,0.34769654534985067
1,0.7078023561139539,1,3.0,0,1,0,0,38.0,2.0,3.0,4.0,-0.8620297894990271,-1.4268583411935547,-0.5052399415205266,-0.23615471018535686
0,-0.5396375527574563,1,3.0,5,1,0,0,35.0,5.0,2.0,1.0,-0.8080520682274648,0.5106907438195454,0.21904542975200636,-0.02193590419761915
1,0.33357038345253087,0,3.0,0,0,3,0,40.0,4.0,2.0,3.0,-0.18732500490052698,-1.1900331522084195,-0.4626349196809658,0.12507700187239726
0,-0.29014957098317423,1,3.0,2,1,1,0,34.0,3.0,3.0,3.0,-0.949896337203205,0.21987432003987173,0.9433308010245394,-0.026136272942476762
1,-0.9138695254188793,1,4.0,3,1,1,0,36.0,3.0,2.0,3.0,-1.200794668416576,-1.4268583411935547,-1.4425504219908634,-1.7650889333135262
0,-0.1654055800960332,1,2.0,1,0,0,0,38.0,3.0,2.0,3.0,-0.6717202320853403,0.3781668038693144,-0.12179474496447973,0.246887695473268
0,0.08408240167824883,0,4.0,0,0,2,0,30.0,4.0,2.0,3.0,-0.9441883932871099,-0.32740046901386016,1.2415659539014647,-0.824206334465422
0,1.9552422649853642,0,1.0,0,1,0,0,36.0,5.0,1.0,1.0,1.3063978956826836,1.3316029274001433,0.1764404079124456,-0.2907595038685058
1,-0.040661589208892186,0,4.0,3,0,2,0,36.0,4.0,2.0,1.0,-1.2596489524756436,-1.4268583411935547,-0.7182650507183304,-0.8914122343831438
0,0.7078023561139539,1,2.0,5,1,0,0,32.0,6.0,1.0,3.0,-1.4098061967743918,-1.4268583411935547,0.645095648147614,0.27629027668727124
1,0.20882639256538985,1,3.0,5,0,0,0,37.0,4.0,2.0,1.0,-0.8950469522972886,-0.22678044053312918,-1.0591052254348166,-0.7317982220785546
0,0.33357038345253087,1,2.0,0,0,0,0,36.0,5.0,3.0,3.0,-1.426568661881111,-0.36789389510976406,0.09123036423332408,0.8475404259879059
0,-0.5396375527574563,1,5.0,2,0,0,0,29.0,3.0,2.0,3.0,-1.1628935067052433,0.12784380618554464,0.47467556078937095,-0.93341592183172
0,0.33357038345253087,1,4.0,0,1,1,0,39.0,6.0,2.0,3.0,0.32484899115217875,0.20024114375094862,0.0060203205542025545,-0.18995065399192315
0,0.5830583652268129,0,4.0,0,0,3,0,47.0,4.0,3.0,2.0,-0.3692755214723108,-0.6636186129616686,0.6877006699871747,1.1079632881690773
0,0.832546347001095,1,3.0,0,0,0,0,47.0,4.0,1.0,2.0,-1.338249009667478,-0.5053261291322259,0.6877006699871747,1.1079632881690773
0,0.33357038345253087,1,3.0,0,0,1,0,36.0,6.0,1.0,2.0,-0.6085123218316367,0.38552924497766056,0.5172805826289317,0.5073105576544394
0,1.082034328775377,1,3.0,3,1,0,0,42.0,5.0,2.0,1.0,-1.426568661881111,-1.4268583411935547,0.9433308010245394,0.7509319448561809
0,-0.040661589208892186,1,4.0,2,0,1,0,34.0,6.0,3.0,3.0,-0.9872643378673576,0.6640749335767573,1.156355910222343,0.23848695798355277
0,-1.5375894798545844,1,4.0,5,0,1,0,28.0,6.0,1.0,0.0,-0.8642289039516322,-0.38261877732645644,0.1764404079124456,0.8601415322224788
0,-0.29014957098317423,0,2.0,5,1,1,0,31.0,5.0,1.0,1.0,-0.9730372178372652,-1.4268583411935547,-0.03658470128535821,-0.29916024135822106
0,-0.9138695254188793,0,3.0,0,1,3,0,30.0,5.0,3.0,3.0,0.6509235576119532,0.5413675817709878,0.4320705389498102,0.30989322664613217
0,0.08408240167824883,1,3.0,1,0,1,0,36.0,6.0,1.0,2.0,-0.33703635867367604,0.19165162912454475,0.09123036423332408,-0.3285628225722243
0,0.33357038345253087,1,2.0,2,0,0,0,41.0,5.0,1.0,3.0,-0.9769431046576038,0.8554984023937576,0.6877006699871747,-0.2487558164199297
0,-0.040661589208892186,1,2.0,0,1,0,0,31.0,5.0,2.0,3.0,0.4430070595500634,-0.2893611899540716,1.0711458665432216,0.22168548300412233
0,-0.5396375527574563,0,1.0,5,2,3,0,38.0,4.0,2.0,1.0,0.8404120580325595,0.011271821970063621,0.5172805826289317,0.6963271511730319
0,-1.9118214525160075,1,0.0,5,1,0,0,23.0,4.0,2.0,3.0,-0.952761755604592,0.11434599748690999,0.7729107136662963,1.1079632881690773
0,0.20882639256538985,1,3.0,1,0,0,0,38.0,6.0,1.0,3.0,-0.32472679014200906,-1.4268583411935547,1.156355910222343,-0.16474844152277748
0,0.7078023561139539,1,1.0,4,0,0,0,39.0,3.0,1.0,1.0,-1.271174101864489,-1.4268583411935547,0.9007257791849785,-0.2445554476750721
0,-0.9138695254188793,1,2.0,0,0,1,0,26.0,4.0,1.0,1.0,-0.42975268660562654,-0.2869070429179562,0.5172805826289317,0.15867995183125813
0,-0.41489356187031523,1,4.0,0,1,0,0,36.0,5.0,3.0,2.0,-1.426568661881111,-1.4268583411935547,0.26165045159156713,-0.2571565539096449
0,1.331522310549659,1,3.0,3,1,0,0,51.0,5.0,1.0,0.0,-0.6779920601115812,-1.4268583411935547,0.9433308010245394,-0.026136272942476762
0,-0.040661589208892186,0,3.0,3,1,2,0,36.0,4.0,2.0,3.0,-1.298558373126486,-0.4611514824821489,0.34686049527068863,0.10827552689296681
0,-0.1654055800960332,1,3.0,2,0,0,0,33.0,4.0,3.0,1.0,-0.736545668137797,0.7646949620574882,0.21904542975200636,2.6074949300832433
0,-0.1654055800960332,1,2.0,0,0,1,0,37.0,5.0,2.0,3.0,0.0216571531637941,0.48246805290421846,0.47467556078937095,0.23008622049383753
1,-0.6643815436445972,1,3.0,2,0,0,0,36.0,2.0,3.0,1.0,0.9897296076345079,-1.4268583411935547,-1.4851554438304242,0.6837260449384591
0,-0.040661589208892186,1,4.0,5,0,0,0,36.0,5.0,2.0,1.0,-0.8900741343307461,0.20760358485929478,0.6877006699871747,0.7215293636421776
0,0.5830583652268129,1,3.0,0,0,0,0,36.0,5.0,2.0,2.0,-0.9394548978531033,0.23828042281073716,0.8581207573454178,0.09567442065839397
0,0.20882639256538985,1,3.0,0,0,0,0,39.0,3.0,1.0,2.0,0.12579843885366365,0.709476653744892,-0.07918972312491897,-0.22775397269564165
1,-1.1633575071931614,0,3.0,5,1,4,0,36.0,3.0,2.0,2.0,0.3217977915650857,-1.4268583411935547,-0.8886851380765735,-0.5931860534982538
1,-0.6643815436445972,1,2.0,3,2,0,0,36.0,3.0,3.0,4.0,-1.3334623321106795,-1.1115004470527272,-0.8460801162370127,-0.18995065399192315
0,0.08408240167824883,0,3.0,2,2,3,0,34.0,5.0,1.0,3.0,-1.2952613921499443,-0.18383286740110985,0.7729107136662963,0.0704722081892483
0,-1.4128454889674433,1,1.0,0,0,0,0,36.0,3.0,1.0,2.0,-0.9922143849091839,0.16711015876339086,0.34686049527068863,1.0953621819345045
0,-0.41489356187031523,0,1.0,0,1,2,0,31.0,4.0,3.0,1.0,-0.9319245450579748,0.37693973035125666,0.47467556078937095,-0.09754254160505615
0,1.331522310549659,1,1.0,5,0,1,0,42.0,3.0,1.0,1.0,-0.8168615769541216,0.8849481668271424,0.9859358228641001,1.6078071688071327
0,-2.0365654434031484,1,1.0,0,1,0,0,18.0,4.0,2.0,1.0,-1.426568661881111,-1.4268583411935547,0.13383538607288484,-0.39156835374508847
0,0.08408240167824883,0,2.0,0,0,1,0,37.0,3.0,3.0,1.0,-0.9078101976170955,0.2579135990996603,0.6877006699871747,-0.2487558164199297
0,-1.5375894798545844,0,1.0,2,1,2,0,23.0,6.0,1.0,1.0,-1.0561009682433755,0.8211403438881422,0.3894655171102494,0.9861525945682067
0,-0.6643815436445972,1,3.0,5,0,0,0,31.0,4.0,6.0,3.0,-0.14984051297869022,0.8775857257187961,0.815515735505857,0.47790797644043614
0,-1.2881014980803023,0,2.0,3,1,3,0,31.0,5.0,2.0,3.0,0.07040298334375372,-0.48937417339747585,1.3267759975805862,-0.11854438532934375
0,0.08408240167824883,1,3.0,0,2,0,0,36.0,3.0,3.0,2.0,-0.9803724777744098,0.4947387880847954,0.5172805826289317,-0.0051344292181887035
0,0.832546347001095,1,3.0,0,0,0,0,36.0,6.0,4.0,0.0,-0.5312610418418285,-0.30654021920687935,0.815515735505857,1.4145902065436826
0,0.7078023561139539,1,4.0,0,0,0,0,36.0,6.0,3.0,1.0,-0.6320019275415352,0.45056414143471835,0.47467556078937095,0.23008622049383753
0,0.33357038345253087,0,5.0,3,0,3,0,37.0,3.0,2.0,2.0,1.7984541480068184,-1.4268583411935547,0.815515735505857,-0.13534586030877419
0,0.7078023561139539,1,2.0,5,1,0,0,42.0,6.0,2.0,2.0,-1.426568661881111,-0.3605314540014179,0.5172805826289317,0.6963271511730319
1,0.20882639256538985,1,3.0,0,0,0,0,36.0,3.0,3.0,2.0,-0.22180956785301012,1.6616857037576631,-0.7182650507183304,-1.4332598024697751
0,-0.040661589208892186,1,2.0,0,0,0,0,40.0,4.0,5.0,3.0,-0.5937038250185439,-1.4268583411935547,1.198960932061904,-0.33696356006193956
0,-2.5355414069517126,1,0.0,0,1,0,0,22.0,3.0,1.0,3.0,-1.3916438716501063,-1.4268583411935547,0.7303056918267355,0.8181378447739027
0,-0.7891255345317383,1,3.0,5,1,0,0,36.0,3.0,3.0,2.0,0.1692818493362479,1.0690091945357965,0.7729107136662963,0.7299301011318928
0,-0.9138695254188793,1,5.0,0,1,0,0,28.0,3.0,3.0,2.0,-1.0331758305879502,-1.4268583411935547,0.1764404079124456,0.8601415322224788
0,-0.7891255345317383,1,3.0,2,2,1,0,32.0,3.0,1.0,2.0,-1.0974398474925522,-0.2513219108942831,0.47467556078937095,0.5955183012964492
1,0.5830583652268129,0,1.0,0,0,3,0,39.0,4.0,3.0,4.0,1.6081129529556184,-0.2660467931109754,-1.1869202909534988,-0.7149967470991241
0,-0.41489356187031523,1,3.0,0,0,0,0,34.0,6.0,2.0,1.0,-0.7424237966999785,1.6616857037576631,0.048625342393763316,-0.08494143537048332
0,-0.040661589208892186,1,4.0,2,0,1,0,40.0,6.0,3.0,1.0,-1.40032336497267,-0.39243536547091795,0.0060203205542025545,1.616207906296848
0,-0.040661589208892186,0,1.0,5,0,4,0,28.0,4.0,3.0,3.0,0.6370293115042541,0.7720574031658344,0.645095648147614,1.002954069547637
0,1.4562663014368,0,2.0,5,2,2,0,46.0,6.0,2.0,0.0,-0.8489290765903854,0.016180116042294402,0.34686049527068863,0.8769430072019092
0,-0.040661589208892186,0,4.0,0,2,2,0,41.0,4.0,2.0,1.0,-0.01059527223893512,1.4395853969892205,1.3267759975805862,0.5619153513375884
0,0.45831437433967187,0,1.0,0,1,3,0,44.0,3.0,3.0,2.0,-0.5149311479659899,-0.03658404523418648,0.9007257791849785,-0.11014364783962853
1,-1.1633575071931614,1,3.0,3,0,0,0,24.0,4.0,2.0,4.0,0.7750681204134887,-1.4268583411935547,-0.9312901599161342,-2.311136870145015
0,1.082034328775377,1,3.0,3,0,1,0,36.0,5.0,1.0,3.0,-0.9522836532651937,0.08366915953546762,0.26165045159156713,-0.09334217286019854
0,0.7078023561139539,1,2.0,3,0,0,0,45.0,5.0,1.0,2.0,-0.7377187161911145,0.6824810363476227,-0.07918972312491897,-0.40836982872451894
0,0.20882639256538985,1,1.0,5,0,0,0,40.0,5.0,4.0,3.0,-0.2868254839072611,0.2714114077982949,1.2415659539014647,-0.26555729139936013
0,-0.040661589208892186,0,4.0,0,1,2,0,27.0,3.0,3.0,2.0,1.4866202560374442,-0.24886776385816767,1.2415659539014647,-0.824206334465422
0,0.33357038345253087,1,2.0,2,1,0,0,42.0,6.0,3.0,2.0,-1.0784514598938058,-1.4268583411935547,0.048625342393763316,-0.429371672448807
0,1.082034328775377,0,2.0,2,1,4,0,36.0,6.0,2.0,3.0,1.8193645464903068,1.4739434554948359,0.26165045159156713,0.8685422697121941
0,0.7078023561139539,1,1.0,0,0,1,0,39.0,3.0,2.0,1.0,-1.426568661881111,-0.6476666572269185,0.6024906263080533,0.9021452196710549
0,-0.29014957098317423,1,2.0,0,0,0,0,37.0,6.0,3.0,2.0,1.5975076953760006,0.1364333208119485,-0.07918972312491897,0.5913179325515917
0,-0.5396375527574563,0,2.0,0,0,2,0,35.0,6.0,1.0,2.0,-1.0056949093064613,0.1536123500647562,0.6877006699871747,0.5409135076133004
0,-0.6643815436445972,1,4.0,5,1,0,0,23.0,3.0,2.0,2.0,-0.7183336726268422,1.0923235913788927,0.47467556078937095,-0.6771934283954056
0,0.20882639256538985,1,4.0,0,0,0,0,38.0,4.0,3.0,1.0,-1.426568661881111,-1.4268583411935547,0.5598856044684924,-0.3663661412759428
1,-0.5396375527574563,1,0.0,2,2,0,0,31.0,3.0,3.0,4.0,-0.7475443975733466,-1.4268583411935547,-1.5703654875095456,-1.0006218217494416
0,-0.41489356187031523,1,3.0,5,0,0,0,13.0,6.0,2.0,1.0,-0.7906474658097868,1.3573714712793548,0.6024906263080533,0.5241120326338699
0,-0.5396375527574563,0,2.0,0,1,2,0,31.0,3.0,2.0,1.0,-0.056823287070147825,1.3905024562669126,0.9859358228641001,0.35189691409470825
0,0.33357038345253087,0,3.0,3,0,3,0,38.0,3.0,3.0,3.0,-0.16005860260834207,-1.4268583411935547,-0.3774248760018443,2.216860636811486
0,0.45831437433967187,1,3.0,0,1,0,0,40.0,3.0,3.0,1.0,-1.158248780626322,-0.8120945086466496,0.1764404079124456,-0.12274475407420136
0,-0.41489356187031523,0,2.0,0,1,2,0,36.0,3.0,1.0,2.0,0.10978004276760556,0.7315639770699305,0.9007257791849785,-0.2445554476750721
0,0.9572903378882359,0,2.0,5,0,4,0,42.0,3.0,2.0,3.0,-0.03894747570857897,-0.335989983640264,1.1137508883827825,-0.11434401658448613
0,0.20882639256538985,1,1.0,0,0,0,0,36.0,6.0,2.0,3.0,-1.2425904478415264,-0.1273874855704559,0.6024906263080533,0.34769654534985067
0,1.331522310549659,1,2.0,0,0,0,0,40.0,5.0,3.0,2.0,-1.2932880634856985,0.027223777704813653,0.7729107136662963,0.7299301011318928
0,0.9572903378882359,0,5.0,3,1,2,0,45.0,6.0,1.0,3.0,1.413661391754221,-1.4268583411935547,0.4320705389498102,-0.6309893722019719
0,1.206778319662518,0,2.0,0,2,4,0,45.0,3.0,3.0,1.0,-0.5387077486624113,0.33399215721923736,0.048625342393763316,0.10407515814810919
0,0.20882639256538985,0,2.0,0,0,4,0,37.0,3.0,1.0,2.0,0.5318617909931593,0.14256868840223696,0.34686049527068863,2.0992503119554726
0,0.33357038345253087,1,1.0,3,0,0,0,43.0,4.0,3.0,2.0,-1.426568661881111,-0.46237855600020655,-0.03658470128535821,-0.6351897409468295
0,-0.040661589208892186,1,4.0,0,1,0,0,38.0,6.0,2.0,2.0,-0.7638562148030761,0.6751185952392765,0.6024906263080533,0.34769654534985067
0,1.4562663014368,1,3.0,3,0,0,0,53.0,4.0,3.0,1.0,-0.837703300690434,0.4947387880847954,1.0711458665432216,-0.4419727786833798
0,1.581010292323941,1,1.0,4,0,0,0,40.0,3.0,3.0,1.0,-0.7574610419354717,1.581925925083913,0.6877006699871747,0.20488400802469187
0,-1.1633575071931614,1,2.0,0,0,1,0,36.0,4.0,2.0,2.0,-0.96768977264541,0.48614927345839154,0.6877006699871747,0.20488400802469187
1,-1.0386135163060204,1,1.0,5,0,0,0,28.0,3.0,3.0,3.0,-0.2801689387976824,-0.5298675994933798,-1.4851554438304242,-2.151522857840426
0,0.08408240167824883,1,5.0,2,2,0,0,36.0,6.0,2.0,3.0,0.895885706918235,0.08857745360769839,0.47467556078937095,2.481483867737515
0,-0.6643815436445972,0,3.0,1,1,3,0,30.0,4.0,2.0,2.0,1.2729767275637234,1.6616857037576631,0.6877006699871747,0.3686983890741387
0,0.20882639256538985,1,4.0,0,0,0,0,21.0,4.0,6.0,0.0,-1.1117666531934074,-1.4268583411935547,0.9433308010245394,-0.5469819973048201
0,-1.2881014980803023,1,4.0,0,2,0,0,16.0,6.0,3.0,3.0,0.4775273917833708,-1.4268583411935547,0.21904542975200636,1.2087721380456602
0,-0.7891255345317383,0,3.0,5,0,3,0,36.0,6.0,3.0,1.0,0.6061248627390435,1.4641268673503742,0.815515735505857,-0.13534586030877419
0,-1.0386135163060204,0,2.0,2,1,3,0,32.0,6.0,2.0,3.0,-0.5730415291508317,1.6616857037576631,0.9433308010245394,0.7509319448561809
0,-0.41489356187031523,1,4.0,0,0,0,0,36.0,6.0,5.0,1.0,-0.7217971908096329,1.6616857037576631,-0.20700478864360125,0.007466677016384131
1,1.8304982740982232,1,1.0,5,1,0,0,52.0,3.0,2.0,4.0,-0.5396828859838613,-1.4268583411935547,-0.3774248760018443,0.6501230949795982
0,0.20882639256538985,1,1.0,0,0,1,0,36.0,4.0,4.0,1.0,0.3081798773897257,-1.4268583411935547,0.645095648147614,0.8097371072841875
0,-0.41489356187031523,1,3.0,0,0,0,0,35.0,5.0,3.0,2.0,-1.2344729810985415,-0.5323217465294952,0.3894655171102494,-0.2865591351236482
0,-1.0386135163060204,0,3.0,3,0,3,0,30.0,5.0,3.0,2.0,-0.33784409148081007,0.6186732134086226,0.1764404079124456,-0.12274475407420136
0,0.7078023561139539,1,2.0,5,1,0,0,35.0,5.0,2.0,3.0,-1.0985351321213503,-0.4353829386029373,0.21904542975200636,0.34769654534985067
0,-0.29014957098317423,0,3.0,0,0,4,0,32.0,6.0,2.0,2.0,0.908075747700682,0.7315639770699305,-0.2922148323227228,0.41910281401243005
0,-0.7891255345317383,1,3.0,2,1,0,0,28.0,3.0,3.0,3.0,-0.7562661859569945,0.9475289162480848,0.6877006699871747,-0.2487558164199297
0,0.20882639256538985,1,5.0,1,0,1,0,38.0,3.0,3.0,1.0,-0.6662165980895192,-0.5482737022642452,0.5598856044684924,-0.504978309856244
0,-0.040661589208892186,0,4.0,0,1,3,0,33.0,5.0,1.0,1.0,-0.8914280695524628,0.7180661683712959,0.5598856044684924,1.4313916815231131
0,-0.29014957098317423,1,3.0,0,0,0,0,27.0,5.0,1.0,1.0,0.3770917157526072,0.9843411217898156,1.0711458665432216,0.07887294567896352
1,-0.5396375527574563,1,3.0,3,0,0,0,28.0,3.0,3.0,2.0,-1.3118487207050629,-1.4268583411935547,-1.0165002035952557,-1.252643946440898
1,-1.5375894798545844,1,1.0,0,0,0,0,36.0,2.0,3.0,3.0,-0.8779651155423216,-0.8182298762369381,-1.0591052254348166,-1.3996568525109143
1,-0.9138695254188793,0,3.0,2,0,2,0,29.0,4.0,3.0,4.0,-0.9779218057523091,-1.4268583411935547,-1.0591052254348166,-1.5928738147743642
0,1.331522310549659,1,0.0,4,0,0,0,46.0,5.0,2.0,1.0,-0.16761430627198526,0.7008871391184881,0.6877006699871747,2.813312998581266
0,-0.7891255345317383,1,2.0,1,2,0,0,27.0,6.0,3.0,1.0,0.475134236904831,1.0555113858371619,0.5172805826289317,1.0995625506793623
0,-1.2881014980803023,0,4.0,0,0,3,0,36.0,5.0,3.0,1.0,-0.9418190309549468,0.35239825999010277,0.815515735505857,0.31409359539098974
0,-0.41489356187031523,1,3.0,0,2,0,0,36.0,6.0,1.0,2.0,-0.8240465321425031,0.5303239201084685,0.7303056918267355,0.6375219887450254
0,-1.0386135163060204,1,3.0,5,0,0,0,34.0,3.0,3.0,2.0,-0.856333131541519,1.0039742980787387,0.048625342393763316,0.3014924891564169
0,-1.2881014980803023,1,4.0,3,0,0,0,18.0,4.0,3.0,2.0,-0.35139675548150145,0.7327910505879882,1.156355910222343,-0.034537010432191984
1,-0.7891255345317383,1,4.0,0,1,0,0,22.0,4.0,2.0,3.0,-1.426568661881111,-1.4268583411935547,-0.8460801162370127,-1.093029934136309
0,0.5830583652268129,1,2.0,5,1,0,0,31.0,6.0,2.0,1.0,-0.1386002390798316,1.276384619087547,0.6877006699871747,1.1079632881690773
0,-0.6643815436445972,1,2.0,0,0,0,0,34.0,6.0,3.0,3.0,-0.6891503721922367,0.9389394016216809,0.5598856044684924,-0.21935323520592642
0,-0.41489356187031523,1,5.0,0,1,0,0,34.0,6.0,6.0,3.0,-0.18009431081866917,1.5672010428672207,0.5172805826289317,0.6963271511730319
0,-0.41489356187031523,1,4.0,0,0,0,0,34.0,5.0,3.0,3.0,-1.0892607168385038,-0.22555336701507148,0.4320705389498102,1.0995625506793623
1,0.832546347001095,1,2.0,3,0,0,0,44.0,3.0,3.0,3.0,-1.4010498406014904,-1.4268583411935547,-0.7182650507183304,-0.4713753598973831
0,1.082034328775377,1,3.0,0,1,1,0,37.0,5.0,1.0,2.0,-0.5747202448581988,0.33644630425535277,0.7303056918267355,0.4611065014610057
0,-1.0386135163060204,1,2.0,0,0,0,0,36.0,4.0,2.0,2.0,0.026843585493919582,-1.4268583411935547,0.5172805826289317,-0.0051344292181887035
0,-0.5396375527574563,1,5.0,0,0,0,0,38.0,5.0,1.0,2.0,-0.9027779137474146,0.2579135990996603,0.3042554734311279,0.1838821643004038
0,-1.5375894798545844,1,4.0,0,1,0,0,28.0,3.0,2.0,3.0,-1.426568661881111,-1.4268583411935547,0.9007257791849785,0.33509543911527784
0,-0.7891255345317383,1,5.0,5,1,0,0,22.0,3.0,1.0,2.0,-1.1710705561353483,-0.2685009401470908,0.0060203205542025545,-0.18995065399192315
1,-0.7891255345317383,1,2.0,4,0,1,0,27.0,4.0,2.0,3.0,-0.96768977264541,-1.4268583411935547,-0.3774248760018443,0.3939006015432844
0,-1.4128454889674433,1,2.0,5,0,0,0,36.0,4.0,3.0,1.0,-1.3988718901250605,-1.4268583411935547,0.47467556078937095,0.23008622049383753
0,0.5830583652268129,1,3.0,0,1,0,0,46.0,6.0,3.0,1.0,-0.6658506926124723,0.4125248623749298,0.21904542975200636,0.9735514883336338
0,0.832546347001095,0,3.0,0,0,3,0,49.0,5.0,2.0,1.0,-0.14106299928471994,0.8665420640562769,0.3894655171102494,0.38970023279842675
0,-0.41489356187031523,1,4.0,0,2,0,0,36.0,3.0,2.0,2.0,-1.426568661881111,-0.5151427172766875,0.5598856044684924,-0.3663661412759428
0,-0.040661589208892186,1,3.0,5,1,1,1,40.0,4.0,3.0,1.0,1.1692637879050678,0.3977999801582375,-0.7182650507183304,-0.4713753598973831
0,-1.1633575071931614,0,1.0,5,0,4,0,26.0,5.0,2.0,1.0,0.8205026042610203,0.9352581810675078,-0.07918972312491897,-0.03873737917704959
